user_id,actual,own_rec_baseline
575,"[  855718   860890   871440   890610   951176   999104  1003188  1026712
  1051323  1070727  1106523  1126310  5569230  9527223  9858847 12648296
 13911022 14025442   824072   840011   845462   845507   862349   897270
   953561  1012307  1016286  1038437  1042697  1059236  1076954  1082185
  1121053  1139147  5566085  5995485  6424469  7148384  9803488 10456474
 12172240 13007551 15630096 17290729   837139   859075   878764   927191
   934156  1011920  1022801  1136257  1139525  8019716  9420312 13416351
 15452812 17214863   825650   844166   868147   895272   901062   908312
   922318   938980   950557   953476   955288   963835  1005186  1022011
  1049412  1057306  1117956  1133101  1139058  1139830  8019233 12385922
 12988119 13381458 13382310 15737717   986492  1097611  1100410  6464147
  9337119  9526730   999250   949242  1025719  6534178]","[1126310, 1049735, 1100410, 1026712, 855718]"
576,[  874820   912141   937276   945244  1102949  5580577  8203495 15796837],"[931579, 7466806, 8011282, 8011397, 989830]"
577,"[  913794   964262  1135995   821867   823641   838396   838563   857736
   858649   863664   869573   885697   887503   900072   901062   908531
   918335   924427   925364   927291   941033   950557   951590   954651
   958700   960613   964835   965292   981760  1011046  1013703  1014458
  1025628  1028766  1055646  1056509  1061982  1066394  1071336  1082185
  1095040  1119075  1119546  1130573  1135476  5568197  6039687  6463583
  6904466  7025202  8090440  8181010  9297309  9570062 10457519 12256520
 12518330 13189482 13944536 15626016 15741861 17901218]","[841266, 1020739, 9526624, 1042345, 1095040]"
578,"[  937789  1055425   828977   837270   838258   850058   862349   864532
   864617   870158   872729   901772   907392   957345   961554   962568
   972569   977543   993574  1006250  1009046  1009924  1012284  1071277
  1093756  1112035  1122547  1130763  1131767  1135059  5995312  5995603
  6034281  6772619  8090521  9338009  9836386 10351315 12263788 12695593
 12696090 13073050 13512770 15596556 15597055 15686716 17179096 17249096
 17329973   835984   859427  1016286  1071602   826249   827332   850133
   941102   941307   960421   976270   987724  1007796  1016730  1038325
  1048419  1051990  1055853  1068451  1081177  1082185  1085031  1100558
  1127025  1135886  5568249  6463579  6632447  6979345  7025250  7139529
  9487463  9527187 12581978 12581979 12581993 13039978 15716636 15830874
 15830930 15972112 16733215 16733960 17249638]","[942166, 847207, 1006483, 13008321, 13007355]"
579,"[  821219   823704   833025   854731   855310   859075   864532   866211
   867668   868423   869728   879755   899617   909894   912451   923746
   932248   934948   970747   979707   982039   995242  1011300  1013703
  1014696  1059308  1067928  1069979  1077439  1098844  1110292  1122547
  1136257  5585510  7466903  8014645  8276172 12301073 15831480 17249068]","[1091365, 6034577, 5566235, 1049832, 1052920]"
580,"[ 940947  979707 1074738 1101822 5582712 9571047  860975  916578  944249
 1056509 1118946  882305  887342  942525  948232 7167967]","[1118946, 821787, 827856, 1014732, 966348]"
581,[13157899],"[1084796, 826272, 12263108, 13777104, 1090330]"
582,"[  893721   909013   917713   976300  1008799  1044805  1068576  1095751
  1116601  1119051  1120232  1121533  9296836 13382461 13416117 14077316
   935824  1135295  5585966  5586658  5586955 13944858   822785   857540
   954642   995242  1021324  1042942  8090513  6534178]","[965555, 949377, 1056162, 939860, 862651]"
583,[5592390 1108168 1109805  974766 1100164  891505 1138292 6704127],"[1138292, 1120741, 8020166, 1076306, 1021324]"
586,"[  885686   948384 17901224  1072086   826249   842286   855288   857503
   859075   869577   869903   880150   898264   907631   911311   917407
   918335   924014   937928   945611   987562   998119  1004906  1017195
  1041259  1055646  1058779  1068715  1094746  1115358  8090521 12263788
 12695508   840732   853119  9803678   853178   868075   880888   882830
   912451   974108   999779  1002558  1067779  1076146  1079292 10121965]","[906335, 823365, 5565664, 9802666, 980666]"
587,[1035321  890695  937406 1037560 1077285 1079048 1112761 7410015],"[1114653, 1029112, 908181, 864312, 1083070]"
588,"[ 1024426  6534178  9673270   826842   833025   855288   873654   890513
   908064   923746  1036431  1068292  1070015  1080414  1097363  1131550
  1133018  5584903 17899758   908938   934172  1005186  1040693 12302114
   866227   878302   973854  1085604  1110572  1138189 10204333 10204488
   859010   859075   883404   908531   915621  1046551  1106523  1110843
  1120741  7462562 10284946 12577242 13672183 13910006  5981072   893018
   901062   942817   951412   960199   961554  1026699  1082310  7410336
 15596429]","[7410336, 916654, 1023473, 983659, 1004436]"
590,"[  949616 13189983   861445 17168855   844165  1097363   851057   826249
   830070   962229  1017254  1037340  1044078  1092026  1094955  5568228
  1037894  1080779   840601   859121   865510   893629   931606   949914
   989137  1038217  1074524  1128240  1139216  1015141  1106373  1127500
  1136901 15926886  5568489  5569845  8090521  8090537 12782093   850841
   863447   914190  1000908  1108092  1109481  5569230  5995503  5995609
  9835223 10285141 12132685 13115548 13115903 13213683 15596303]","[888650, 1136353, 1003497, 5572276, 1102845]"
591,[6533765 6534178 1007549 1094955],"[1065017, 935126, 895930, 935993, 948298]"
593,[  50032   51832   54205   57390   61977   64839  112829  239435 5131729],"[921288, 853998, 7166723, 958647, 1010308]"
594,"[  859237  1133018 18006036 18006037   823758   824555   861961   898011
   900491   962229   972742   978561   989075  1003188  1053690  1053763
  1074524  1110867  5592931   916381  1038217  1043590  1062966  6514288
   819845   883404   908490   957741  1076056  5978648 15717057 16219303
   833866   854261   865456   866211   873654   880168   889649   896085
   923149   932694   954363   988416  1004341  1018109  1085601  1106523
  1135476  6034554  8090537 10285373 10356789 12731517 15831255]","[923967, 1002459, 853221, 985605, 1093603]"
595,"[  852035   865885   900072   906763   932006   950557   977658  1002558
  1041157  1110793  5589821 14025555 15973172]","[1093966, 8090556, 922561, 1036139, 1013389]"
596,"[  881154   972143   973861   985119  1029743  1032497  1044078  1064443
  1083657  1084551  1125944  7466852 12731544   858649   860776   890955
  1006184  1031906  1081177  1084177 15716719   862642   924299   951761
  1054262  1065593  1076875  1106523  1122568  1127025  8090537 16769464
 17329583   831407   834484   865992   898980  1025581  1037863  1052920
  1062607  1084036  1091383  5587448  8090545 13944371   876932  9527184]","[1025581, 1084036, 1115069, 879734, 9527159]"
598,"[  849697   858711   923746   955858   960791   986187  1043787  8091554
  9553048   862010   868539  1133018  5981072   859154   981760  1106523
  1134522  5580801 13671719   868386  6533765  6534178  1050741   847260
   854717   924198  1056620  1115006   824005   829852   841872   855374
   908489  1000237  1022254  1026118  1052335  1070702  5585299  8156489
 13008314 17249717]","[9553048, 9553382, 986187, 1086001, 1047923]"
600,"[  826249   944543   951590  1046587  1062973  1073506  1133254  5568995
 10285243 18006037   820165   834103   851826   853887   879755   925945
   990469   995242 16769936   819063   859877   938138  1000753  1021324
  1022003  1030964   856252   858302   862860   885697   952317   986947
  1037863  1038217  1102879  1110483  1129000 13842100 15596705   846362
  1029743  1042907  5981072  1135868  5569230   872791   897125  7166861
   822966   831509   835236   884945   929309   966348   989931  1013503
  1043590  1066235  1082544  6772819  6919239  7443166  9928293 12385374
 14025676 15506577  1032692  9655155   861701   968932   996016  1058554
 15737472  6534178]","[1104349, 1015474, 1102829, 914753, 7409824]"
602,"[  826249   828048   868015   898601   914754   962950   968164  1001686
  1006586  1015974  1055646  1061943  1062973  6632942  7441192  8069336
 17900967   826067   838369   869150   877798   908283   929433   966243
   970619   981760   987044   995916  1002313  1004097  1029743  1076157
  1098066  1098694  1107693  1117500  7441102  9420082  9677021 10456371
 15737472 17827241]","[10456371, 848356, 882308, 833940, 955043]"
603,[17168855   945909  1124729 12172070   861445  9926758],"[1059308, 992650, 866950, 1071333, 865330]"
604,"[  847344   862349   883932   932464   933835   936374   940947   948468
  1018780  1020993  1024731  1028738  1029988  1046968  1053875  1064876
  1082185  1100049  1119667  1129671  5569374  7441668  9835509  9858936
  9859183 10121931 10150194 15597021 16809589   834129   866211   883268
   900586   901776   914577  1025773  1056492  1134522 12330274 12696250
 12754036 12808389   825180   840563   879876   880150   907817   999599
  1043301  1060318  1090676  1135476  5564785  8160430  9655528 12757053]","[7441668, 834129, 900586, 897083, 914577]"
605,"[  856790   884039   889511   896799   899446   908346   948670   959821
   965772   970028  5584847  5585186  5978656  7441558  8198077  9487931
 12301312 13115658 13212942 15927932 15972333   981760   991864  1012363
  1015548  1027569  1034413  1045220  1130458  5583547  6396229  7467045
  9221914  9677745  9803601 10121965 13040120 13416351 13417590 13876397
 15596468 15927646 16734419 16809556 17248807  6534178   835236   862349
   894426  1017294  1025924  1059891  1109367  1112667  1133018  5584645
  5591154  7168895 13133916 13986393 15596705 17249480]","[965772, 13133916, 993441, 899446, 6533746]"
606,"[  987838   995242  1072524   845208   849843   951907   973086   976922
   990688  1020512  1041259  7167865 13672224   819487   821562   848107
   858424   877337   878996   880427   887526   888233   888476   896283
   899624   901452   924427   928036   931671   933303   933354   943169
   963834   970160   979421  1008316  1014251  1015848  1017838  1025468
  1040346  1050618  1058686  5564636  6772702  6772819  7441873 13008193]","[970160, 1018050, 1005637, 928092, 9526757]"
608,"[  836445   839418   845969   905868   923746   941856   944534   972235
   999730  1051326  1096036  1103105  1116652  1127838  5565802  6979753
  7441873  7442307 10311802 10311975 12263439 13877020 13877096  5570882
  8019186 18038553   846833   848798   851676   859426   919534  1013928
  1018809  1038462  1087916  1106523  9487927 13115914 15926725  1051323
   830887   846830   857849   863762   870390   995880   848247   965766
   985999 15926844 15926887  1095926  9677617]","[6979753, 5590965, 1038462, 900770, 9655528]"
609,[ 949616 6534178],"[1090330, 1104349, 938217, 1107553, 1033913]"
610,[ 847962  875089  909396 1027068 1081177],"[850044, 1041476, 1008673, 831937, 1105467]"
611,"[  819063   823721   864532   885710  1041761  1065331  1087995  1110218
  8090536  8090546  9268695  9803678   849578   971852  1044724   918298
   918598  1007929  1041466  1077429  5565371  5566239  6533362  6534030
  7168057  9859112 13190320 13416485   956599   973916 16122432   832937
   833025   842140   856252   864846   914077   914190   920070   928036
   940090   961403   973889   999730  1023742  1029743  1036431  1040701
  1053690  1108775  5565352  5568072  6463775  7441498  8205017 12648296
 16770135]","[5568072, 822677, 1037631, 1128900, 8090546]"
612,"[  859237   871756   922460  1103556  1118787  6534178   820895   826249
   883404   883661  1003178  1029743  1065593  1079956  1099446  1103476
  6553237  7025275  9337958  9935616 10285106   839656   868075   870428
   894511   905059   949142   965766   988716   990814   992649   995242
  1098066  1100658  1137885  5568378  6391073  6602341  9881593 15596933
 15741861   913785  1002431 12132648   826695   854405   925626  1108168
  1137387 12188362 12188582 13672199]","[1103476, 826695, 12132648, 1029289, 820895]"
613,"[  834484   843064   853553   860439   891463  1041457  1085154  1130357
  1131344   829138   835243   835788   845193   871756   907014   912681
   913278   918733   919948   948232   951976   957345   958233   960858
   962568   969687   993617   995785  1022872  1029685  1038217  1043590
  1047256  1049735  1053931  1070015  1076157  1081421  1085983  1087832
  1113588  1118393  1122085  1124729  1133018 12731544 15972213 15972332
   986912  1011300  1077143  1053282]","[1066893, 874563, 912681, 864063, 896974]"
614,"[  824555   885447   889618   911215   951526 15830211   837527   827261
   889692   901840   948651  1039126  1044078  1084968  1111498   842647
   860776   878996   879528   889731   903674   921504   955023   986912
   995242  1000753  1055646  1062002  1066657  1077975  1110695  5978656
 12781558   852864   906211  7467039   848029   849843   900802   939636
   961792   962568  1002850  1046465  1128173  1135476  9419441  9487498
  9552945 15737472]","[1039781, 975633, 5565925, 889618, 982955]"
